G.U.N.T. Geraetebau GmbH
WL440

Plate
FinTest2W5Fan25


Graph 1
t						Re		Nu	q	alpha	P	v		T1		T2		T3		T4		deltaT	L	
3/7/2025 10:44:10 AM	8751	182	250	46.6	5.0	1.37	20.8	20.9	20.7	26.2	5.4	0.100
3/7/2025 10:44:11 AM	8814	177	242	45.4	4.8	1.38	20.9	20.9	20.7	26.2	5.3	0.100
3/7/2025 10:44:19 AM	8877	182	250	46.7	5.0	1.39	20.9	20.9	20.8	26.2	5.3	0.100
3/7/2025 10:44:12 AM	8879	177	242	45.3	4.8	1.39	20.8	20.9	20.8	26.2	5.3	0.100
3/7/2025 10:44:18 AM	8941	183	250	46.9	5.0	1.40	20.9	20.9	20.8	26.2	5.3	0.100
3/7/2025 10:44:16 AM	8942	182	250	46.7	5.0	1.41	20.8	20.9	20.8	26.2	5.4	0.100
3/7/2025 10:44:15 AM	8942	183	250	46.8	5.0	1.40	20.8	20.9	20.8	26.2	5.3	0.100
3/7/2025 10:44:14 AM	8942	182	250	46.7	5.0	1.39	20.8	20.9	20.8	26.2	5.3	0.100
3/7/2025 10:44:13 AM	9006	182	250	46.7	5.0	1.42	20.8	20.9	20.8	26.2	5.3	0.100
3/7/2025 10:44:17 AM	9070	177	242	45.3	4.8	1.40	20.8	20.9	20.8	26.2	5.3	0.100
